시군명,공동주택구분,공동주택명정보,읍면동주소,지번주소,사용검사일자,층수,동수,세대수,의무관리대상여부
파주시,아파트,가람마을3단지 동문아파트,와동동,240,2001-09-15,15,17,902,Y
파주시,아파트,가람마을4단지 한양수자인,와동동,1321,2011-12-19,18,14,780,Y
파주시,아파트,가람마을5단지 엘크루,목동동,1332,2014-05-21,30,12,821,Y
파주시,아파트,가람마을6단지 휴먼시아,와동동,1331,2011-07-28,25,13,1220,N
파주시,아파트,가람마을7단지 한라비발디,와동동,1338,2012-11-29,25,13,978,Y
파주시,아파트,가람마을8단지 동문굿모닝힐,와동동,205,2001-09-22,20,11,1225,Y
파주시,아파트,가람마을9단지 남양휴튼,와동동,1344,2010-08-27,25,9,690,Y
파주시,아파트,가야동원,법원읍 가야리,Aug-54,1991-10-30,5,2,110,N
파주시,연립,강심연립,문산읍 당동리,76,1987-06-04,2,5,81,N
파주시,아파트,건일장미,금촌동,228-1,1998-12-07,19,1,226,Y
파주시,아파트,경신,금촌동,424-9,1999-01-21,19,4,408,Y
파주시,연립,경안주택,상지석동,977-7,1985-02-18,3,6,96,N
파주시,연립,공릉연립,조리읍 봉일천리,69-17외1,1986-07-09,3,3,54,N
파주시,아파트,교하2차월드메르디앙,목동동,2-117,2001-04-13,17,18,1507,Y
파주시,연립,궁전연립,법원읍 법원리,448-26,1989-02-18,3,1,36,N
파주시,아파트,귀빈,금촌동,769-5,1988-10-31,5,2,70,N
파주시,아파트,그린시티동문,조리읍 대원리,218,2000-09-30,15,33,1759,Y
파주시,아파트,그린아파트,금촌동,1014-2,2012-12-31,12,1,220,Y
파주시,연립,금능연립,금릉동,197-1외2,1985-10-19,3,4,78,N
파주시,연립,금성연립,조리읍 봉일천리,"189-14,15",1986-01-14,5,2,33,N
파주시,아파트,금촌 행복주택,금촌동,105-1,2019-08-23,6,1,50,N
파주시,아파트,금촌풍림아이원,금촌동,1008,2005-11-22,22,9,563,Y
파주시,연립,금화연립,금촌동,788-9,1985-07-19,3,3,63,N
파주시,아파트,기용,파주읍 파주리,126-1,1998-02-17,14,1,66,N
파주시,아파트,노을빛마을16단지,문발동,558,2023-02-03,8,5,320,N
파주시,아파트,노을빛마을주공1단지,교하동,546,2006-05-24,8,9,469,N
파주시,아파트,노을빛마을주공2단지,교하동,547,2005-11-30,8,24,1119,N
파주시,아파트,당동주공1차,문산읍 당동리,874,2002-06-27,15,5,567,N
파주시,아파트,당동주공2차,문산읍 당동리,871,2002-06-27,15,5,415,Y
파주시,아파트,당동주공3단지 휴먼시아,문산읍 당동리,937,2012-03-30,15,8,775,N
파주시,아파트,대방1차,야동동,587,2001-08-02,15,15,1080,Y
파주시,아파트,대방노블랜드,금촌동,1015,2006-10-25,17,8,488,Y
파주시,아파트,대영장미,금촌동,233-6,1997-05-22,19,2,298,Y
파주시,아파트,대영장미,금촌동,230-1,1994-11-29,15,2,244,Y
파주시,아파트,대영장미2차,금촌동,230-2,1996-08-22,19,1,192,Y
파주시,연립,대진연립,금촌동,774-4,1984-12-26,3,3,36,N
파주시,연립,대창연립,금릉동,198-8,1986-08-08,3,1,21,N
파주시,연립,대호연립,광탄면 신산리,"178-1,2",1995-09-14,3,1,24,N
파주시,아파트,더 트루엘 센트리지,금촌동,1313,2025-09-30,26,2,300,Y
파주시,아파트,동광모닝스카이,파주읍 연풍리,483,2009-11-30,15,5,227,Y
파주시,아파트,동문,금촌동,11-07,1993-08-28,15,2,228,Y
파주시,아파트,"동문2차(301,501동)",금촌동,16,1995-11-29,13,2,128,N
파주시,아파트,"동문3차(601, 701, 801동)",금촌동,"17-15.15-6,24-24",1999-09-07,13,3,123,N
파주시,연립,동산연립,금촌동,775-2,1984-09-11,3,3,32,N
파주시,연립,동산연립,금촌동,773-6,1984-09-11,3,2,21,N
파주시,연립,동산연립,문산읍 선유리,426-10외1,1983-12-30,3,2,28,N
파주시,연립,동산연립,파주읍 연풍리,420-1,1986-12-29,3,3,36,N
파주시,아파트,동신라메르,광탄면 신산리,683,2005-12-30,13,2,164,Y
파주시,아파트,동양부로미,금릉동,196-3,2006-04-20,18,2,182,Y
파주시,아파트,동현,금촌동,781-2,1990-12-04,15,5,406,Y
파주시,아파트,두보,금촌동,234-8,1994-11-30,15,2,198,Y
파주시,아파트,두보,금촌동,234-22,1997-10-14,18,1,252,Y
파주시,아파트,두보2차(103동),금촌동,"234-20,-21",1996-03-18,15,1,98,N
파주시,아파트,두산위브,문산읍 선유리,1350,2006-08-30,15,10,504,Y
파주시,연립,두양엘린빌,파주읍 연풍리,1-3외 1필지,2013-05-09,4,5,80,N
파주시,연립,럭키빌라,금릉동,197-5,1989-08-03,3,1,12,N
파주시,연립,메이플카운티타운하우스,문발동,564,2015-04-23,3,6,59,N
파주시,아파트,"무궁화(1,2동)",아동동,"291-10,275-22",1990-10-27,5,2,110,N
파주시,아파트,"무궁화(가,나동)",아동동,294-4,1989-10-24,5,2,90,N
파주시,아파트,"무궁화(가,나동)",조리읍 봉일천리,157-1,1988-10-15,5,2,80,N
파주시,아파트,무궁화(다동),아동동,293-5,1989-10-24,5,1,30,N
파주시,아파트,무궁화(다동),조리읍 봉일천리,157-11,1988-12-10,5,1,50,N
파주시,아파트,"무궁화(라,마동)",아동동,293-1,1989-12-07,5,2,67,N
파주시,아파트,문산당동4단지,문산읍 당동리,908,2012-06-15,15,4,299,N
파주시,아파트,문산선유2단지 휴먼시아,문산읍 선유리,1358,2010-04-01,15,13,917,N
파주시,아파트,문산선유3단지 휴먼시아,문산읍 선유리,1394,2012-03-30,15,14,1316,N
파주시,아파트,문산선유4단지,문산읍 선유리,1409,2012-03-30,14,10,343,Y
파주시,아파트,문산선유5단지 휴먼시아,문산읍 선유리,1404,2012-03-30,15,10,650,N
파주시,아파트,문산신원아침도시,문산읍 문산리,142,2006-06-09,15,10,638,Y
파주시,아파트,문산율곡,문산읍 문산리,Aug-33,1996-12-07,11,2,138,N
파주시,아파트,문산주공,문산읍 문산리,31-1,1980-01-23,5,7,300,Y
파주시,아파트,물향기마을11단지,동패동,2300,2024-07-31,18,7,1078,N
파주시,아파트,물향기마을1단지,목동동,385,2023-02-16,24,8,1810,N
파주시,아파트,물향기마을2단지 운정중앙역 경남아너스빌 디원,동패동,2173-324,2025-06-19,28,6,499,Y
파주시,아파트,물향기마을3단지 해링턴플레이스 운정아파트,목동동,467,2023-12-19,25,13,1498,Y
파주시,아파트,물향기마을7단지,동패동,2173-572,2025-06-16,28,10,882,N
파주시,아파트,미림,조리읍 봉일천리,"237-1,2",1991-10-22,5,4,188,N
파주시,아파트,별하람마을1단지 제일풍경채 그랑퍼스트 1차,당하동,441,2023-12-27,28,24,1926,Y
파주시,아파트,별하람마을3단지 서희스타힐스엔이치에프,와동동,789,2021-01-29,26,13,1422,N
파주시,아파트,별하람마을4단지,당하동,549-1,2021-10-21,25,6,1282,N
파주시,아파트,별하람마을5단지 호반써밋 이스트파크,와동동,1713,2025-06-02,29,14,1110,Y
파주시,아파트,보광그랑베르,금촌동,792-3,2013-08-14,15,1,136,N
파주시,아파트,봉일천동원,조리읍 봉일천리,157-18,1990-11-01,5,2,90,N
파주시,아파트,봉일천효성해링턴,조리읍 봉일천리,301,2018-02-21,21,8,490,Y
파주시,연립,부일연립,아동동,"25,26",1986-04-30,3,2,54,N
파주시,아파트,산내마을10단지 운정센트럴푸르지오,목동동,1142,2018-07-19,25,21,1956,Y
파주시,아파트,산내마을11단지 현대아이파크,목동동,101,2002-10-31,18,10,596,Y
파주시,아파트,산내마을12단지 디에트르더클래스,목동동,989,2023-08-31,15,9,512,Y
파주시,아파트,산내마을13단지 파주운정신도시디에트르라포레,목동동,1009,2023-02-23,15,6,297,Y
파주시,아파트,산내마을1단지,목동동,904,2017-11-08,25,8,1700,N
파주시,아파트,산내마을2단지 센트럴리움,목동동,907,2017-11-30,29,13,1362,N
파주시,아파트,산내마을3단지,목동동,911,2014-07-09,30,15,865,Y
파주시,아파트,산내마을5단지 파주운정신도시 디에트르 센트럴,목동동,916,2025-07-23,15,6,292,Y
파주시,아파트,산내마을6단지 한라비발디,목동동,114-1,2013-04-26,25,11,823,Y
파주시,아파트,산내마을7단지 운정화성파크드림,목동동,893,2020-02-25,25,16,1047,Y
파주시,아파트,산내마을8단지,목동동,114-37 외 5필지,2001-11-29,15,19,1028,Y
파주시,아파트,산내마을9단지 운정힐스테이트,목동동,1149,2018-07-16,29,25,2998,Y
파주시,아파트,산호,문산읍 당동리,Jul-91,1987-09-24,5,2,80,N
파주시,아파트,삼산,금촌동,399-1,1996-09-12,11,1,57,N
파주시,연립,삼한연립,금촌동,950-1,1985-09-26,3,2,24,N
파주시,아파트,새꽃마을금촌주공뜨란채1단지,금촌동,972,2004-10-22,20,20,1818,Y
파주시,아파트,새꽃마을금촌주공뜨란채3단지,금촌2동,984,2004-10-25,19,10,1167,N
파주시,연립,서부주택,상지석동,977-6,1988-12-30,3,4,66,N
파주시,아파트,서원마을뜨란채,금촌동,1019,2005-05-03,22,12,1133,Y
파주시,아파트,성원,조리읍 봉일천리,156-1,1997-05-10,20,2,347,Y
파주시,아파트,성원포레스타운,검산동,130-8,2000-04-29,15,14,656,Y
파주시,아파트,성호,조리읍 봉일천리,125-22,1997-11-07,24,2,282,Y
파주시,아파트,성호파크힐,조리읍 봉일천리,258-3,2001-05-14,22,8,367,Y
파주시,아파트,세성,문산읍 당동리,170-2,1995-12-07,13,3,204,Y
파주시,아파트,세아,문산읍 당동리,Apr-92,1991-06-08,14,1,116,N
파주시,연립,세인연립,조리읍 봉일천리,183-2,1985-07-22,3,3,72,N
파주시,아파트,송촌토파즈,조리읍 봉일천리,13-15,1998-08-29,24,5,552,Y
파주시,아파트,쇠재마을뜨란채,금촌동,1022,2004-11-11,20,9,1402,Y
파주시,아파트,숲속길마을6단지 동문굿모닝힐,교하동,560,2005-12-19,15,8,586,Y
파주시,아파트,숲속길마을7단지 월드메르디앙센트럴파크,교하동,1690,2006-01-12,15,7,480,Y
파주시,아파트,숲속길마을동문굿모닝힐,교하동,1687,2005-12-19,15,11,382,Y
파주시,연립,신산연립,광탄면 신산리,205-2,1987-10-26,3,2,45,N
파주시,아파트,신안실크밸리1차,아동동,897,2009-06-19,15,13,539,Y
파주시,아파트,신안실크밸리2차,아동동,900,2010-09-07,15,9,438,Y
파주시,아파트,안산율곡2차,법원읍 가야리,Feb-30,1994-11-30,15,2,180,Y
파주시,아파트,양우 내안애,문산읍 선유리,1353,2007-11-27,15,2,150,Y
파주시,아파트,양우2단지,문산읍 선유리,1356,2007-11-27,14,3,132,N
파주시,아파트,양우3단지,문산읍 선유리,1352,2007-12-06,15,2,83,N
파주시,연립,에덴주택,금촌동,20-26,1986-12-23,3,1,12,N
파주시,아파트,에이스큐브,금촌동,69,2020-12-21,26,1,224,Y
파주시,연립,영태연립,월롱면 영태리,581-2,1988-10-07,3,2,33,N
파주시,연립,우촌연립,아동동,354-6,1985-01-09,3,1,30,N
파주시,아파트,유승,검산동,310,2001-05-02,14,10,550,Y
파주시,아파트,윤창,조리읍 봉일천리,237-5,1993-06-05,14,1,138,N
파주시,아파트,율곡1차,법원읍 가야리,Feb-29,1993-04-24,10,1,63,N
파주시,아파트,율곡3차,법원읍 법원리,674-2,2000-11-27,15,2,180,Y
파주시,아파트,일신건영휴먼빌,문산읍 문산리,145,2006-06-29,20,10,610,Y
파주시,아파트,자연앤꿈에그린5단지,문산읍 당동리,909,2010-12-09,20,6,411,Y
파주시,아파트,자연앤꿈에그린6단지,문산읍 당동리,930,2010-12-09,20,5,320,Y
파주시,아파트,장미,금촌동,"228-4, 228-7",2000-10-27,19,1,259,Y
파주시,아파트,장미7차,금촌동,255-5,2002-07-26,11,1,62,N
파주시,아파트,장안5차미우,아동동,339,1997-09-25,15,3,206,Y
파주시,아파트,장안8차,문산읍 문산리,97,2003-04-23,18,5,368,Y
파주시,아파트,장안밀레니엄,금촌동,792-1,2000-02-01,20,1,139,N
파주시,아파트,장안아파트,금촌동,Sep-71,1985-06-21,3,1,36,N
파주시,아파트,장안아파트3차,금촌동,51-49,1993-09-22,15,3,208,Y
파주시,연립,장안연립,금촌동,787-5,1984-11-19,3,1,27,N
파주시,연립,장안연립(3차),아동동,321,1987-01-27,3,1,38,N
파주시,아파트,장안초원1차,아동동,329-6,1990-09-07,12,1,181,Y
파주시,아파트,장안초원2차,아동동,328-49,1991-09-11,8,2,176,Y
파주시,아파트,장안하나,금촌동,951-5,1996-06-13,15,1,108,N
파주시,아파트,장안흰돌마을,금릉동,199-6,2000-01-21,20,7,498,Y
파주시,연립,장인연립,금촌동,794-2,1994-05-16,4,1,20,N
파주시,아파트,조리동문1차,조리읍 봉일천리,147-1,1996-11-29,20,1,118,N
파주시,아파트,조리동문2차,조리읍 봉일천리,150-26,1998-06-12,18,1,49,N
파주시,아파트,조리푸르지오,조리읍 봉일천리,269,2010-04-29,17,8,450,Y
파주시,아파트,주공,문산읍 선유리,418,1991-12-09,5,7,300,Y
파주시,아파트,진흥소슬마을,문산읍 선유리,1357,2007-12-05,15,5,231,Y
파주시,아파트,책향기마을10단지 동문굿모닝힐,교하동,982,2005-12-15,15,18,1009,Y
파주시,아파트,책향기마을11단지 신동아파밀리에,교하동,1703,2005-12-28,15,7,366,Y
파주시,아파트,책향기마을12단지 진흥효자,교하동,1702,2005-12-22,15,8,439,Y
파주시,아파트,책향기마을13단지 상록경남아너스빌,교하동,1704,2007-04-20,15,9,734,N
파주시,아파트,책향기마을14단지 우남퍼스트빌,교하동,1711,2006-04-10,14,12,600,Y
파주시,아파트,책향기마을15단지 상록데시앙,교하동,1708,2007-03-27,15,8,644,Y
파주시,아파트,천년가골든뷰,금촌동,52-45,2021-07-06,20,1,220,Y
파주시,아파트,청석마을8단지동문굿모닝힐아파트,교하동,1698,2005-12-15,15,16,1026,Y
파주시,아파트,청석마을9단지 대원효성,교하동,986,2006-04-18,15,24,1240,Y
파주시,연립,청학연립,적성면 마지리,168-1,1988-07-14,3,2,33,N
파주시,아파트,초롱꽃마을10단지,동패동,568-1,2021-03-15,20,7,1000,N
파주시,아파트,초롱꽃마을11단지 리베르니아,동패동,573,2022-08-11,20,11,728,Y
파주시,아파트,초롱꽃마을12단지 e편한세상 운정 어반프라임,동패동,555,2021-07-13,20,15,1010,Y
파주시,아파트,초롱꽃마을13단지 디에트르 더 퍼스트,동패동,533-1,2021-10-20,23,11,820,Y
파주시,아파트,초롱꽃마을1단지 파주운정경남아너스빌리버,동패동,2217,2025-02-28,15,8,457,Y
파주시,아파트,초롱꽃마을2단지 운정 시티프라디움,동패동,2219,2025-02-06,15,8,486,Y
파주시,아파트,초롱꽃마을3단지 휴먼하우징,동패동,1442,2022-08-22,5,12,1448,N
파주시,아파트,초롱꽃마을4단지 신영지웰,동패동,2110,2024-11-26,20,7,606,Y
파주시,아파트,초롱꽃마을5단지 우미린파크힐스,동패동,2073,2024-12-12,25,6,522,Y
파주시,아파트,초롱꽃마을6단지 금강펜테리움센트럴파크,동패동,912-1,2022-07-29,15,15,778,Y
파주시,아파트,초롱꽃마을7단지 파밀리에,동패동,749-2,2021-10-14,15,9,678,N
파주시,아파트,초롱꽃마을8단지 운정중흥s클래스,동패동,2076,2022-04-29,20,17,1262,Y
파주시,아파트,초롱꽃마을9단지 우미린센터포레,동패동,2118,2023-01-19,15,9,522,N
파주시,아파트,태양,조리읍 봉일천리,157-40,1989-11-07,5,1,39,N
파주시,연립,"태양연립(가,나동)",조리읍 봉일천리,139-17,1985-01-15,3,2,48,N
파주시,연립,"태양연립(다,라동)",조리읍 봉일천리,138-1,1987-01-10,3,2,36,N
파주시,아파트,태형내산마을,조리읍 봉일천리,262,1996-11-29,18,2,227,Y
파주시,아파트,태형미림,조리읍 봉일천리,262-23,1993-05-10,15,1,142,N
파주시,아파트,파라다이스,아동동,275-9,1998-05-11,20,2,316,Y
파주시,연립,파주교하월드메르디앙타운하우스,문발동,559,2008-06-03,4,9,143,N
파주시,아파트,파주금촌주공아파트1단지,금촌동,922,1997-04-30,15,8,769,Y
파주시,아파트,파주문산역1차 동문굿모닝힐,문산읍 선유리,1413,2020-03-12,22,5,409,Y
파주시,아파트,파주문산역2차 동문디이스트,문산읍 선유리,878-1,2024-06-26,29,15,1503,Y
파주시,아파트,파주법원엘에이치행복주택1단지,법원읍 법원리,431-49,2019-11-14,15,2,250,N
파주시,연립,파주연립,파주읍 파주리,404-1,1986-12-03,3,2,36,N
파주시,아파트,파주연풍 양우내안애 에코하임,파주읍 연풍리,484,2022-09-06,24,9,475,Y
파주시,아파트,파주출판문화 LH1단지,교하동,729-7,2017-10-16,8,4,280,N
파주시,아파트,파주휴먼시아,파주읍 파주리,816,2011-10-09,14,8,464,N
파주시,아파트,파주힐스테이트1차,문산읍 당동리,935,2009-10-29,18,13,631,Y
파주시,아파트,파주힐스테이트2차,문산읍 당동리,940,2010-09-07,15,10,454,Y
파주시,아파트,팜스프링,아동동,283 외 14필지,2001-09-27,25,31,2944,Y
파주시,아파트,프린스,조리읍 봉일천리,158-2,1989-10-25,5,2,80,N
파주시,아파트,한라,조리읍 대원리,992-1,2000-06-15,20,21,1202,Y
파주시,아파트,한빛마을1단지 한라비발디 센트럴파크,야당동,981,2009-08-31,29,12,937,Y
파주시,아파트,한빛마을2단지 휴먼빌 레이크팰리스,야당동,982,2009-06-23,27,14,1123,Y
파주시,아파트,한빛마을3단지 자유로아이파크,야당동,975,2004-09-02,15,16,1096,Y
파주시,아파트,한빛마을4단지 롯데캐슬파크타운2차,야당동,1015,2018-04-26,29,11,1169,Y
파주시,아파트,한빛마을5단지 캐슬앤칸타빌,야당동,991,2012-07-27,30,22,2190,Y
파주시,아파트,한빛마을6단지,야당동,1026,2011-12-01,25,19,1564,N
파주시,아파트,한빛마을7단지 한신휴플러스,야당동,1023,2011-12-01,25,19,1352,Y
파주시,아파트,한빛마을8단지 휴먼시아,야당동,1031,2011-06-10,28,17,1062,Y
파주시,아파트,한빛마을9단지 롯데캐슬,야당동,1016,2017-10-27,29,10,1076,Y
파주시,아파트,한양수자인리버팰리스,문산읍 당동리,947,2015-10-07,22,14,1006,Y
파주시,아파트,한울마을1단지 운정신도시 IPARK,동패동,1781,2020-07-22,29,50,3042,Y
파주시,아파트,한울마을2단지,동패동,200-1,2001-06-30,15,19,1260,Y
파주시,아파트,한울마을3단지 운정더클래스,동패동,1752,2011-08-11,25,11,648,Y
파주시,아파트,한울마을4단지 휴먼시아,동패동,1753,2009-11-06,23,13,1167,N
파주시,아파트,한울마을5단지 휴먼시아,동패동,1768,2010-11-29,23,18,1467,N
파주시,아파트,한울마을6단지 아모리움에듀파크,동패동,1771,2011-07-18,30,9,700,Y
파주시,아파트,한울마을7단지 삼부르네상스,동패동,679,2010-06-15,32,15,724,Y
파주시,아파트,한일유앤아이,금촌동,1014,2006-08-23,15,2,180,Y
파주시,아파트,한일유앤아이2차,금촌동,1014-1,2007-09-17,15,3,148,N
파주시,아파트,한진1차,문산읍 문산리,17-29,1992-05-30,15,2,240,Y
파주시,아파트,한진2차,문산읍 선유리,903-10,1993-11-11,12,1,148,N
파주시,아파트,해솔마을11단지 휴먼시아,목동동,640,2009-12-09,23,12,1165,N
파주시,아파트,해솔마을1단지 두산위브,목동동,647,2010-04-09,25,9,668,Y
파주시,아파트,해솔마을3단지,목동동,2-110,2001-06-09,20,16,1274,Y
파주시,아파트,해솔마을4단지 벽산우남연리지,목동동,1368,2010-06-30,25,7,958,Y
파주시,아파트,해솔마을5단지 삼부르네상스,목동동,1772,2010-06-15,30,11,1390,Y
파주시,아파트,해솔마을6단지,목동동,690,2014-05-15,25,17,1525,N
파주시,아파트,해솔마을7단지 롯데캐슬,와동동,1404,2014-11-29,30,20,1880,Y
파주시,연립,해솔마을8단지 운정아이파크더테라스,와동동,1411,2022-07-29,4,11,186,Y
파주시,연립,해솔마을9단지 누메르,와동동,1409,2022-08-31,3,3,38,N
파주시,아파트,해오름마을10단지 파크푸르지오,다율동,239-5,2021-12-15,28,7,710,Y
파주시,아파트,해오름마을11단지 우미린 더퍼스트,다율동,220-2,2021-08-04,28,8,846,N
파주시,아파트,해오름마을12단지 휴아림,다율동,146-5,2020-08-28,29,7,748,N
파주시,아파트,해오름마을13단지 운정신도시 한라비발디 파크젠,다율동,1030,2024-01-12,25,8,660,Y
파주시,아파트,해오름마을14단지 운정신도시푸르지오파르세나,다율동,산74-1,2022-08-23,25,20,1745,Y
파주시,아파트,해오름마을1단지 중흥S클래스 에듀하이,다율동,1005,2024-02-29,20,10,750,Y
파주시,아파트,해오름마을2단지 디에트르 에듀타운,다율동,1009,2024-11-19,20,8,489,Y
파주시,아파트,해오름마을3단지 제일풍경채 그랑베뉴 2차,다율동,1006,2023-12-14,23,7,660,Y
파주시,아파트,해오름마을5단지 중흥S클래스 에듀파크,다율동,1023,2024-02-08,18,10,450,Y
파주시,아파트,해오름마을6단지제일풍경채3차그랑포레,다율동,1018,2024-04-30,18,8,452,Y
파주시,아파트,해오름마을8단지 운정자이 퍼스트시티,다율동,666,2024-09-24,20,10,920,Y
파주시,아파트,해오름마을9단지 호반써밋웨스트파크,다율동,1038,2024-10-25,20,6,518,Y
파주시,연립,헤르만하우스,문발동,505-2,2005-10-17,2,5,51,N
파주시,연립,헤르만하우스,문발동,506-2,2005-10-17,2,9,86,N
파주시,연립,현대연립,법원읍 법원리,425-1,1989-05-18,3,2,48,N
파주시,아파트,호수,문산읍 문산리,10-92,1995-06-26,15,2,336,Y
파주시,아파트,홍우,금촌동,768-1,1990-10-02,4,1,71,N
파주시,연립,황해연립,파주읍 연풍리,433-1,1986-12-04,3,2,45,N
파주시,연립,효자그린빌,탄현면 법흥리,1566,1998-12-15,3,15,282,N
파주시,아파트,효형,문산읍 당동리,170-3,1997-08-28,13,2,99,N
파주시,아파트,후곡마을뜨란채,금촌동,992,2004-11-15,22,21,1638,Y
파주시,아파트,후곡마을뜨란채,금촌동,1003,2004-11-11,23,16,688,Y
파주시,아파트,후곡마을중앙하이츠,금촌동,997,2005-11-18,20,4,316,Y
파주시,아파트,힐스테이트 더 운정 아파트,와동동,1471-2 외 1필지,2025-08-28,49,3,744,Y
평택시,아파트,LH배꽃마을4단지,비전동,1028,2016-01-29,20,9,984,N
평택시,아파트,LH배다리마을5단지,죽백동,815,2019-02-08,19,3,840,N
평택시,아파트,LH이곡마을3단지,비전동,1008,2014-12-05,23,13,1191,N
평택시,아파트,LH이곡마을6단지,비전동,968,2016-06-17,25,9,765,N
평택시,아파트,SK비전,비전동,856-1,2003-06-02,15,2,120,N
평택시,아파트,SK합정,합정동,880,2003-08-13,11,4,227,Y
평택시,아파트,SR친오애아파트,포승읍,만호리 646-1,2004-03-26,15,3,472,Y
평택시,아파트,YM프라젠아파트,비전동,925,2008-11-10,13,1,46,N
평택시,연립,YM프라젠하우스,비전동,815,2009-03-27,4,6,63,N
평택시,아파트,e편한세상 대림,이충동,671,2007-06-04,18,4,179,Y
평택시,아파트,e편한세상 비전센터포레,용이동,용죽1로 83,2022-09-02,27,6,583,Y
평택시,아파트,e편한세상 지제역,동삭동,지제동삭1로 220,2022-12-28,28,16,1516,Y
평택시,아파트,e편한세상 평택 라씨엘로,현덕면,화양현화2로 45,2025-09-19,29,11,1063,Y
평택시,아파트,e편한세상 평택 하이센트,현덕면,화양현화1로 50,2025-09-19,29,10,916,Y
평택시,아파트,e편한세상 평택용이1단지,용이동,737,2017-11-30,20,14,949,Y
평택시,아파트,e편한세상 평택용이1단지,용이동,738,2017-11-30,20,6,399,Y
평택시,아파트,e편한세상평택,용이동,580,2015-04-10,23,9,632,Y
평택시,아파트,가내마을 5단지,죽백동,725,2021-06-07,12,5,618,N
평택시,아파트,가재 우림필유,가재동,639,2006-07-21,19,7,590,Y
평택시,연립,개나리,서정동,604-4,1982-01-23,3,2,42,N
평택시,아파트,개나리,세교동,559,1997-11-06,15,8,650,Y
평택시,아파트,건영,이충동,591-2,1997-10-31,15,8,560,Y
평택시,아파트,건영,지산동,1094,1993-03-29,10,13,562,Y
평택시,아파트,건영캐스빌아파트,안중읍,현화리 820-1,2005-04-06,20,8,744,Y
평택시,아파트,경원,진위면,27-6,1987-07-11,5,3,160,N
평택시,다세대,경원(그린타운),팽성읍 송화리,24-11,1986-01-10,3,3,36,N
평택시,아파트,고덕 국제신도시 리슈빌 레이크 파크,고덕동,Jan-83,2021-11-04,20,11,730,Y
평택시,아파트,고덕 서정리역 경기행복주택,고덕동,1856-1,2022-05-26,20,4,800,N
평택시,아파트,고덕 코아루 더 블루시티,이충동,460-2,2021-06-25,26,1,299,Y
평택시,아파트,고덕국제신도시 금호어울림,고덕동,06-Jan,2023-05-17,20,22,1582,Y
평택시,아파트,고덕국제신도시 다해브,고덕동,20-Jan,2024-10-24,20,15,1167,Y
평택시,아파트,고덕국제신도시 대광로제비앙 THE ART,고덕동,Jan-64,2022-06-15,23,9,639,Y
평택시,아파트,고덕국제신도시 디에트르 리비에르,고덕동,24-Jan,2023-10-23,20,10,726,Y
평택시,아파트,고덕국제신도시 로제비앙&엘가에듀센트럴,고덕동,05-Jan,2025-03-13,20,20,1255,Y
평택시,아파트,고덕국제신도시 양우내안애,고덕동,Jan-97,2025-01-16,25,7,385,Y
평택시,아파트,고덕국제신도시 제일풍경채2차 에듀,고덕동,01-Jan,2023-01-20,25,9,877,Y
평택시,아파트,고덕국제신도시 제일풍경채3차 센텀,고덕동,18-Jan,2023-02-21,32,9,820,Y
평택시,아파트,고덕국제신도시 헤스티블,고덕동,1861-1,2023-09-12,20,9,496,Y
평택시,아파트,고덕국제신도시 호반써밋3차 더 트리아츠,고덕동,22-Jan,2024-06-27,23,10,703,Y
평택시,아파트,고덕국제신도시아너스,고덕동,Jan-61,2022-11-17,20,15,811,Y
평택시,아파트,고덕시티,이충동,457-21,2020-01-22,17,1,299,Y
평택시,아파트,고덕자연앤자이,고덕동,Feb-70,2019-07-26,36,10,755,Y
평택시,아파트,고덕자이센트로,고덕동,1860-2,2025-07-30,25,7,569,Y
평택시,아파트,고덕파라곤,고덕동,04-Feb,2019-06-14,30,11,752,Y
평택시,아파트,고덕하늘채 시그니처,고덕면,궁리 523,2021-02-26,25,26,1884,Y
평택시,연립,공원,비전동,산83-3,1987-03-21,3,2,36,N
평택시,아파트,광성아파트,안중읍,504-24,1989-10-12,5,2,28,N
평택시,연립,광성연립,안중읍,504-49,1987-11-15,3,1,24,N
평택시,아파트,군문주공1,군문동,370,1999-03-23,15,8,690,Y
평택시,아파트,군문주공2,군문동,360,1999-03-22,15,15,1035,Y
평택시,아파트,그린빌아파트,오성면,977-1,2003-12-10,15,2,131,N
평택시,연립,금안,비전동,196-1,1984-05-23,3,2,21,N
평택시,아파트,금호어울림1단지,용이동,581,2015-10-29,23,21,1591,Y
평택시,아파트,금호어울림2단지,용이동,601,2015-10-29,20,10,624,Y
평택시,아파트,금호타운(서정마을),서정동,826-4,1996-10-21,18,5,648,Y
평택시,연립,기산연립,서정동,1111,2005-01-07,4,1,56,N
평택시,아파트,기흥,통복동,153-2,1990-11-23,5,1,25,N
평택시,연립,까치둥지,비전동,853,1994-05-06,4,1,30,N
평택시,연립,꽃동산,진위면,72-3,1984-06-05,3,2,27,N
평택시,연립,남양,지산동,646-2,1985-01-25,3,2,30,N
평택시,연립,농조,비전동,196-3,1983-06-16,4,1,24,N
평택시,아파트,늘푸른오스카빌,용이동,470-1,2010-07-29,18,16,931,Y
평택시,아파트,늘푸른오스카빌,팽성읍,송화리 835,2010-03-10,13,4,175,Y
평택시,아파트,대림,독곡동,491,1994-07-20,11,5,264,Y
평택시,아파트,대양아리스타,서정동,313-14,2018-02-08,20,1,236,Y
