시군명,공동주택구분,공동주택명정보,읍면동주소,지번주소,사용검사일자,층수,동수,세대수,의무관리대상여부
고양시,아파트,샘터마을 2단지(2)(동신),덕양구 행신동,983-0,1996-10-19,20,25,2416,Y
고양시,아파트,샘터마을 LH 2단지(1),덕양구 행신동,983-0,1996-08-14,20,27,2922,N
고양시,아파트,샘터마을 LH 3단지,덕양구 행신동,1002-0,1997-02-14,15,8,721,N
고양시,아파트,서안아파트,덕양구 성사동,705-15,1986-08-07,6,1,48,N
고양시,연립,서정마을 10단지(신동아),덕양구 행신동,1091-0,2008-09-30,4,10,94,N
고양시,연립,서정마을 11단지(중흥에스클래스),덕양구 행신동,1113-0,2009-12-01,4,4,102,N
고양시,아파트,서정마을 1단지,덕양구 행신동,1074-0,2008-08-08,15,13,1185,N
고양시,아파트,서정마을 4단지(센텀퍼스티지),덕양구 행신동,1068-0,2008-06-09,15,12,545,Y
고양시,아파트,서정마을 5단지(남양),덕양구 행신동,1088-0,2008-08-14,15,9,423,Y
고양시,아파트,서정마을 6단지(계룡),덕양구 행신동,1092-0,2009-10-15,14,8,214,Y
고양시,아파트,서정마을 7단지(파크하임 휴먼시아),덕양구 행신동,1090-0,2009-12-03,15,13,394,Y
고양시,연립,서정마을 8단지,덕양구 행신동,1103-0,2009-10-15,4,5,84,N
고양시,연립,서정마을 9단지(중흥에스클래스),덕양구 행신동,1102-0,2008-11-07,4,3,60,N
고양시,아파트,서정마을 LH 12단지,덕양구 행신동,1064-0,2019-02-14,15,2,276,N
고양시,아파트,서정마을 LH 2단지,덕양구 행신동,1073-0,2008-04-11,15,5,477,N
고양시,아파트,서정마을 LH 3단지,덕양구 행신동,1096-0,2008-07-03,13,14,1064,N
고양시,아파트,서초아파트,덕양구 주교동,313-1,1999-06-08,18,1,61,N
고양시,연립,선경빌라,덕양구 토당동,Nov-99,1986-02-07,3,2,54,N
고양시,연립,성사 명림연립,덕양구 성사동,494-10,1985-02-18,3,3,54,N
고양시,아파트,"성사 미도 5차아파트(1,2동)",덕양구 성사동,404-8,1986-11-29,5,2,115,N
고양시,아파트,"성사 미도 5차아파트(3,5동)",덕양구 성사동,404-7,1986-11-29,5,2,125,N
고양시,아파트,성사 미도 6차아파트,덕양구 성사동,422-2,1987-12-07,5,2,99,N
고양시,아파트,"성사 미도 7차아파트(8,9동)",덕양구 성사동,422-3,1988-05-16,5,2,160,N
고양시,아파트,성사 임창아파트,덕양구 성사동,488-56,1988-12-12,6,2,96,N
고양시,아파트,성사 장미아파트(가~라동),덕양구 성사동,496-5,1985-05-30,5,4,125,N
고양시,아파트,성사 장미아파트(마동),덕양구 성사동,519-53,1989-05-17,5,1,30,N
고양시,아파트,성사 장미아파트(바동),덕양구 성사동,519-51,1989-03-20,6,1,95,N
고양시,연립,성산연립,덕양구 주교동,597-12,1984-06-30,4,2,48,N
고양시,연립,성산주택3차,덕양구 주교동,598-1,1985-11-22,4,2,30,N
고양시,연립,성저마을 10단지(건영),일산서구 대화동,2000-0,1996-02-15,4,6,120,N
고양시,연립,성저마을 11단지(건영),일산서구 대화동,2002-0,1996-02-02,4,7,152,Y
고양시,연립,성저마을 12단지(건영),일산서구 대화동,2003-0,1996-01-23,5,5,80,N
고양시,연립,성저마을 13단지(건영),일산서구 대화동,2026-0,1996-03-26,4,8,144,N
고양시,연립,성저마을 14단지(건영),일산서구 대화동,2111-0,1995-12-30,4,7,76,N
고양시,연립,성저마을 15단지(건영),일산서구 대화동,2115-0,1996-04-18,4,9,96,N
고양시,아파트,성저마을 1단지(동익),일산서구 대화동,2212-0,1995-07-11,15,9,640,Y
고양시,아파트,성저마을 2단지(세경),일산서구 대화동,2209-0,2000-06-17,15,3,390,Y
고양시,아파트,성저마을 3단지(풍림),일산서구 대화동,2215-0,1996-03-11,15,6,534,Y
고양시,아파트,성저마을 4단지(삼익),일산서구 대화동,2213-0,1994-11-30,15,6,460,Y
고양시,연립,성저마을 5단지(건영),일산서구 대화동,2095-0,1996-05-08,4,9,184,Y
고양시,연립,성저마을 6단지(건영),일산서구 대화동,2083-0,1996-04-12,4,8,168,Y
고양시,연립,성저마을 7단지(건영),일산서구 대화동,2081-0,1996-04-17,4,12,248,Y
고양시,연립,성저마을 8단지(건영),일산서구 대화동,2073-0,1996-03-18,4,4,80,N
고양시,연립,성저마을 9단지(건영),일산서구 대화동,1997-0,1996-02-29,4,12,248,Y
고양시,아파트,세띠앙 주상복합,덕양구 성사동,707-9,2008-08-27,12,1,55,N
고양시,연립,세인 1차연립,덕양구 토당동,385-7,1983-12-13,3,4,90,N
고양시,연립,세인 2차연립,덕양구 토당동,Jan-99,1984-09-05,3,4,78,N
고양시,아파트,세인아파트,일산서구 일산동,587-5,1985-12-13,5,2,70,N
고양시,연립,세종빌리지연립(가동),덕양구 고양동,238-25,2013-01-15,4,1,28,N
고양시,연립,세중더클래스연립,덕양구 고양동,993-0,2011-07-29,5,1,36,N
고양시,아파트,세창짜임 주상복합,덕양구 주교동,620-5,2006-09-19,13,1,109,N
고양시,아파트,세현아파트,덕양구 성사동,493-0,1986-09-17,5,2,80,N
고양시,아파트,소만마을 10단지(동성),덕양구 행신동,791-0,1994-10-31,15,5,377,Y
고양시,아파트,소만마을 1단지(부영),덕양구 행신동,796-0,1995-12-19,15,7,835,Y
고양시,아파트,소만마을 2단지(신안),덕양구 행신동,798-0,1996-03-15,15,2,150,Y
고양시,아파트,소만마을 3단지(그랜드),덕양구 행신동,799-0,1996-09-12,15,3,345,Y
고양시,아파트,소만마을 5단지(삼신),덕양구 행신동,788-0,1994-10-31,15,4,423,Y
고양시,아파트,"소만마을 6단지(벽산,성원)",덕양구 행신동,"785-0, 787-0",1995-04-08,15,17,1602,Y
고양시,아파트,소만마을 7단지(대명),덕양구 행신동,783-0,1995-04-29,15,5,713,Y
고양시,아파트,소만마을 8단지(풍림),덕양구 행신동,781-0,1994-12-10,15,6,639,Y
고양시,아파트,소만마을 9단지(부영),덕양구 행신동,793-0,1995-05-13,15,7,960,Y
고양시,아파트,숲속마을 10단지(대동 에버나인),일산동구 풍동,1223-0,2006-06-29,12,6,234,N
고양시,아파트,숲속마을 2단지(두산),일산동구 풍동,1286-0,2006-07-07,20,10,888,Y
고양시,아파트,숲속마을 3단지(요진),일산동구 풍동,1283-0,2006-09-20,20,5,382,Y
고양시,아파트,숲속마을 4단지(신안),일산동구 풍동,1265-0,2006-06-29,18,9,822,N
고양시,아파트,숲속마을 5단지(아이파크),일산동구 풍동,1267-0,2006-06-27,20,8,583,Y
고양시,아파트,숲속마을 6단지(두산),일산동구 풍동,1268-0,2006-09-28,20,9,730,Y
고양시,아파트,숲속마을 8단지(진흥),일산동구 풍동,1258-0,2006-07-06,20,11,1034,Y
고양시,아파트,숲속마을 9단지(성원 상떼빌),일산동구 풍동,1252-0,2006-12-08,20,7,469,Y
고양시,아파트,"숲속마을 벨라시온 7단지(신일,은빛)",일산동구 풍동,1261-0,2006-09-08,20,9,982,Y
고양시,아파트,"숲속마을1단지(신안,남양)",일산동구 풍동,1292-0,2007-11-10,20,8,1019,N
고양시,다세대,스타팰리스,일산동구 풍동,1398-0,2019-10-28,4,10,87,N
고양시,연립,신 제민연립,덕양구 행신동,235-3,1982-05-25,3,2,30,N
고양시,아파트,신영아파트,일산서구 일산동,1818-0,1987-02-19,5,2,120,N
고양시,아파트,신원당 (어울림)마을 1단지(동문),덕양구 성사동,719-0,1992-10-10,18,3,354,Y
고양시,아파트,신원당 (어울림)마을 2단지(태영),덕양구 성사동,723-0,1993-10-20,15,5,500,Y
고양시,아파트,신원당 (어울림)마을 3단지(동신),덕양구 성사동,724-0,1991-11-28,15,6,495,Y
고양시,아파트,신원당 (어울림)마을 5단지(대명),덕양구 성사동,730-0,1993-11-29,16,5,512,Y
고양시,아파트,신원당 (어울림)마을 6단지(태영),덕양구 성사동,731-0,1993-10-20,16,8,604,Y
고양시,아파트,신원당 (어울림)마을 7단지(동신),덕양구 성사동,727-0,1992-11-28,15,5,390,Y
고양시,아파트,신원당 (어울림)마을 8단지(삼보),덕양구 성사동,726-0,1992-10-09,16,4,480,Y
고양시,아파트,신원당 (어울림)마을 9단지(태영),덕양구 성사동,725-0,1993-06-14,15,4,500,Y
고양시,아파트,신원마을 10단지(동일스위트 2차),덕양구 신원동,661-0,2018-03-24,25,7,834,Y
고양시,아파트,신원마을 1단지(우남 퍼스트빌),덕양구 신원동,609-0,2015-08-12,27,7,611,Y
고양시,아파트,신원마을 23단지(2301동),덕양구 신원동,594-0,2013-10-30,11,1,40,N
고양시,아파트,신원마을 5단지(우림 필유브로힐),덕양구 신원동,654-0,2013-10-17,23,6,455,Y
고양시,아파트,신원마을 6단지(상록힐스테이트),덕양구 신원동,653-0,2013-10-02,21,7,429,Y
고양시,아파트,신원마을 7단지(동일 스위트 1차),덕양구 신원동,595-0,2017-06-02,29,8,968,Y
고양시,아파트,신원마을 8단지(아이파크),덕양구 신원동,600-0,2012-06-29,24,7,610,Y
고양시,아파트,신원마을 9단지(호반베르디움),덕양구 신원동,658-0,2012-07-04,22,6,353,Y
고양시,아파트,신원마을 LH 2단지,덕양구 신원동,611-0,2013-05-14,19,16,1495,N
고양시,아파트,신원마을 LH 3단지,덕양구 신원동,613-0,2013-06-12,20,8,866,N
고양시,아파트,신원마을 LH 4단지,덕양구 신원동,616-0,2016-09-01,18,12,1302,N
고양시,연립,신진연립,덕양구 토당동,Oct-49,1988-01-18,3,4,66,N
고양시,아파트,쌍용더플래티넘,일산동구 장항동,장항동 [A-4BL],2024-03-18,29,11,1566,Y
고양시,다세대,애니골삼성캐슬,일산동구 풍동,587-1,2024-06-21,4,6,48,N
고양시,연립,양지마을 1단지,일산동구 정발산동,786-0,1996-02-29,4,9,108,N
고양시,연립,양지마을 2단지,일산동구 정발산동,720-0,1996-03-12,3,12,147,N
고양시,연립,양지마을 3단지(건영),일산동구 정발산동,721-0,1996-04-12,4,8,152,Y
고양시,연립,양지마을 4단지(건영),일산동구 정발산동,696-0,1996-03-12,4,7,152,Y
고양시,연립,양지마을 5단지(건영),일산동구 정발산동,676-0,1996-04-12,4,11,216,Y
고양시,아파트,에덴다모은정 주상복합,덕양구 화정동,1000-5,2005-04-29,20,1,78,N
고양시,연립,연세빌라,덕양구 행신동,204-5,1986-09-08,3,3,90,N
고양시,아파트,영신아파트,덕양구 주교동,575-9,1987-08-07,5,1,35,N
고양시,연립,영오연립,덕양구 행신동,222-0,1986-06-18,3,3,51,N
고양시,아파트,예중파크뷰아파트,덕양구 주교동,273-1,2004-09-01,13,1,49,N
고양시,아파트,옥빛마을 12단지(1201동제외)(신덕),덕양구 화정동,988-0,1995-11-01,20,5,570,Y
고양시,아파트,옥빛마을 13단지(일신건영),덕양구 화정동,987-0,1995-11-01,20,5,582,Y
고양시,아파트,옥빛마을 14단지(부영),덕양구 화정동,1004-0,1995-11-08,20,6,720,Y
고양시,아파트,옥빛마을 15단지(1501동),덕양구 화정동,998-0,1996-06-08,16,1,96,N
고양시,아파트,"옥빛마을 17단지(두산,동부,일신)",덕양구 화정동,1135-0,1997-05-24,20,14,1120,Y
고양시,아파트,옥빛마을 주공 15단지(1502동~),덕양구 화정동,1127-0,1997-05-03,20,14,1391,Y
고양시,아파트,옥빛마을 주공 16단지,덕양구 화정동,1141-0,1996-10-22,20,6,514,Y
고양시,연립,요진와이하우스,일산동구 풍동,1377-0,2013-04-26,4,8,258,Y
고양시,아파트,우분투포레스트 주상복합,덕양구 주교동,609-2,2019-01-11,15,1,79,N
고양시,아파트,우인아크리움빌,덕양구 주교동,1633-0,2005-05-17,20,3,299,Y
고양시,아파트,우진아파트,덕양구 주교동,569-9,1985-04-03,5,2,45,N
고양시,아파트,원당 대림e편한세상,덕양구 성사동,869-0,2009-12-02,26,21,1486,Y
고양시,아파트,원당 래미안휴레스트,덕양구 성사동,860-0,2009-10-30,25,22,1651,Y
고양시,아파트,원당 줌시티 주상복합,덕양구 주교동,611-1,2020-10-21,15,1,264,Y
고양시,아파트,원당역롯데캐슬스카이엘,덕양구 성사동,405-8,2024-08-31,36,11,1236,Y
고양시,아파트,원흥 도래울 센트럴 더 힐,덕양구 도내동,1010-0,2015-04-22,25,17,1386,Y
고양시,아파트,원흥 도래울 센트럴더포레 2단지(대우),덕양구 도내동,983-0,2014-06-02,25,18,1193,Y
고양시,아파트,원흥 도래울 센트럴파크 4단지(라인),덕양구 도내동,1011-0,2013-12-03,25,9,598,Y
고양시,아파트,원흥 도래울 파크뷰 6단지(SK),덕양구 도내동,1103-0,2013-11-12,22,19,1392,Y
고양시,아파트,원흥 도래울 호반베르디움더퍼스트 5단지,덕양구 도내동,1006-0,2017-09-05,25,11,967,Y
고양시,아파트,원흥 도래울마을LH 1단지,덕양구 원흥동,717-0,2014-10-15,19,9,1578,N
고양시,아파트,원흥 동일스위트아파트,덕양구 도내동,1107-0,2018-01-26,25,14,1257,Y
고양시,아파트,월드메르디앙 주상복합,일산서구 일산동,955-10,2005-03-22,17,1,204,Y
고양시,아파트,위시티 블루밍 3단지(벽산),일산동구 식사동,1510-0,2010-10-29,30,16,1435,Y
고양시,아파트,위시티 블루밍 5단지(벽산),일산동구 식사동,1565-0,2010-10-29,30,8,915,Y
고양시,아파트,위시티 자이 주상복합,일산동구 식사동,1529-0,2010-09-20,25,2,176,Y
고양시,아파트,위시티 휴먼빌 주상복합,일산동구 식사동,1533-0,2014-08-29,28,2,192,Y
고양시,아파트,위시티일산 자이 1단지,일산동구 식사동,1487-0,2010-08-23,30,11,1244,Y
고양시,아파트,위시티일산 자이 2단지,일산동구 식사동,1498-0,2010-09-24,30,18,1975,Y
고양시,아파트,위시티일산 자이 4단지,일산동구 식사동,1504-0,2010-08-23,30,12,1288,Y
고양시,아파트,유일아파트,덕양구 토당동,900-5,1996-08-30,7,1,40,N
고양시,아파트,유진스웰,일산서구 일산동,2140-0,2010-05-31,14,2,79,N
고양시,아파트,유진스웰 2차아파트,일산서구 일산동,2147-0,2010-12-17,27,3,237,Y
고양시,다세대,윤성빌라,덕양구 행신동,205-1,2011-08-29,4,1,26,N
고양시,아파트,윤창주택,덕양구 행신동,634-45,1989-12-26,6,1,54,N
고양시,아파트,은빛마을 11단지(부영),덕양구 화정동,961-0,1996-04-27,19,11,1350,Y
고양시,아파트,"은빛마을 5단지(삼성,LG,삼익,미도파,신성)",덕양구 화정동,870-0,1995-11-13,20,38,2032,Y
고양시,아파트,은빛마을 6단지(부영),덕양구 화정동,936-0,1996-04-27,20,19,1320,Y
고양시,아파트,은행마을 2단지(동문),일산동구 식사동,910-0,2002-05-30,15,9,533,Y
고양시,아파트,은행마을 3단지(SK뷰),일산동구 식사동,1474-0,2003-08-28,20,8,539,Y
고양시,아파트,은행마을1단지(동문),일산동구 풍동,174-0,2002-10-25,20,10,964,Y
고양시,다세대,인성빌라,일산서구 일산동,584-1,1986-01-18,3,1,21,N
고양시,아파트,일산 2차아이파크,일산동구 중산동,1842-0,2019-09-27,19,4,214,N
고양시,아파트,일산 e편한세상어반스카이 (주상복합),일산서구 일산동,2148-0,2022-12-09,49,3,552,Y
고양시,아파트,일산 대우푸르지오,일산서구 일산동,Jan-45,2013-08-06,24,13,589,Y
고양시,아파트,일산 동문 1차아파트,일산서구 일산동,1694-0,1996-08-09,20,5,586,Y
고양시,아파트,일산 동문 2차 아파트,일산서구 일산동,960-6,1997-10-20,25,6,667,Y
고양시,아파트,일산 동문 3차아파트,일산서구 일산동,973-31,1997-10-20,20,2,222,Y
고양시,아파트,일산 동문 5차아파트,일산서구 일산동,600-32,2000-09-16,25,7,427,Y
고양시,아파트,일산 동양아파트,일산서구 일산동,955-2,2004-04-29,25,11,954,Y
고양시,아파트,일산 동원아파트,일산서구 일산동,1833-0,1989-09-09,5,1,60,N
고양시,아파트,일산 동원아파트(나동),일산서구 일산동,1858-0,1989-09-09,5,1,25,N
고양시,아파트,일산 두산위브더제니스 (주상복합),일산서구 탄현동,1640-0,2013-04-26,59,8,2700,Y
고양시,아파트,일산 메가시티 주상복합,일산서구 일산동,576-20,2003-05-26,15,1,178,Y
고양시,아파트,일산 미주 6차아파트,일산서구 일산동,"587-7,-8",1989-12-23,5,3,120,N
고양시,아파트,일산 미주 7차아파트,일산서구 일산동,1978-0,1990-11-26,6,3,165,N
고양시,아파트,일산 미주8차아파트,일산서구 일산동,"1998-0, 2005-0",1991-10-19,13,2,179,Y
고양시,아파트,일산 미주아파트,일산서구 일산동,1735-0,1989-07-25,5,2,76,N
고양시,아파트,일산 삼성아파트,일산서구 일산동,1876-0,2000-11-03,24,7,378,Y
고양시,아파트,일산 센트럴아이파크,일산동구 중산동,1841-0,2018-05-29,32,12,1802,Y
고양시,아파트,일산 쌍용아파트,일산서구 일산동,576-4,1997-12-30,27,4,496,Y
고양시,아파트,일산 에듀포레푸르지오,일산서구 탄현동,1650-0,2018-10-17,25,16,1690,Y
고양시,아파트,일산 에이스 10차아파트,일산서구 일산동,2041-0,1996-10-30,20,5,658,Y
고양시,아파트,일산 에이스 11차아파트,일산서구 일산동,2019-0,1996-11-29,19,2,272,Y
고양시,아파트,일산 에이스 12차아파트,일산동구 풍동,385-1,1998-07-04,24,1,202,Y
고양시,아파트,일산 에이스 9차아파트,일산서구 일산동,"583-66,-68",1994-10-28,18,4,332,Y
고양시,아파트,일산 요진와이시티,일산동구 백석동,1237-0,2016-06-20,59,6,2404,Y
고양시,연립,일산 운진연립,일산서구 일산동,591-8,1985-10-23,3,2,45,N
고양시,아파트,"일산 임광,진흥아파트",일산서구 탄현동,1634-0,2009-10-07,15,16,905,Y
고양시,아파트,일산 자이2차(일산 자이센트리지),일산동구 식사동,852-0,2020-11-27,32,6,802,Y
고양시,아파트,일산 자이3차(일산자이 더 헤리티지),일산동구 식사동,고양식사2구역 A-2블럭,2022-02-28,32,10,1333,Y
고양시,아파트,일산 중앙가든아파트,일산서구 일산동,587-2,1989-07-06,5,4,95,N
고양시,아파트,일산 태영아파트 1차2차,일산서구 일산동,"954-0, 954-5",2002-10-10,22,9,636,Y
